"";"banalfreq";"X.titre_Revolution";"X.titre_Revolution..Pleasure.Beach..Blackpool.";"X.titre_Revolution..album.de.Sirsy.";"X.titre_Revolution..catch.";"X.titre_Revolution..chanson.";"X.titre_Revolution..essai.";"X.titre_Revolution..film..1985.";"X.titre_Revolution..film..2009.";"X.titre_Revolution..hebdomadaire.";"X.titre_Revolution..politique.et.sociale.";"X.titre_Revolution..revue.de.Jacques.Vergès.";"X.titre_Revolution..serie.televisee.";"X.titre_Revolution..Ève.Angeli.";"X.titre_Revolution.9";"X.titre_Revolution.909";"X.titre_Revolution.X";"X.titre_Revolution.agricole";"X.titre_Revolution.americaine";"X.titre_Revolution.copernicienne";"X.titre_Revolution.culturelle";"X.titre_Revolution.de.velours";"X.titre_Revolution.des.Roses";"X.titre_Revolution.des.Tulipes";"X.titre_Revolution.des.Œillets";"X.titre_Revolution.du.Cèdre";"X.titre_Revolution.française";"X.titre_Revolution.française.de.1848";"X.titre_Revolution.industrielle";"X.titre_Revolution.kirghize.de.2010";"X.titre_Revolution.neolithique";"X.titre_Revolution.numerique";"X.titre_Revolution.orange";"X.titre_Revolution.russe";"X.titre_Revolution.scientifique";"X.titre_Revolution.sexuelle";"X.titre_Revolution.sociale";"X.titre_Revolution.tranquille";"X.titre_Revolution.tunisienne.de.2010.2011";"X.titre_Revolution.verte";"X.titre_Revolutionnaire..homonymie.";"X.titre_Revolutions..album.";"X.titre_Revolutions..roman.";"X.titre_Revolutions.de.couleur"
"contrairement";13;-0,0092;1,6619;-0,0031;-0,0119;-0,3341;-0,0379;-0,0039;-0,0041;-0,0066;-0,455;-0,0084;-0,0845;-0,0056;1,3671;-0,0107;-0,0076;-0,048;-0,3002;-0,1968;0,3242;-0,0528;-0,0104;1,2107;-0,0924;-0,0095;-0,1804;-0,0805;-0,9421;-0,0346;1,3511;-0,3411;-0,1112;1,0269;-0,0203;0,2535;-0,0297;-0,1295;0,2039;-0,0927;-0,0081;-0,0154;-0,0077;1,1147
"signifier";16;-0,0113;-0,0118;-0,0039;-0,0146;-0,4112;-0,0467;-0,0048;-0,0051;-0,0081;0,4501;-0,0104;-0,104;-0,0069;-0,0235;-0,0132;-0,0094;-0,0591;-0,3695;0,3691;-0,3434;-0,065;-0,0128;-0,034;-0,1137;-0,0117;-0,2528;-0,0991;0,6515;-0,0426;-0,1853;0,6187;1,4197;0,3938;-0,025;-0,4361;-0,0365;0,5127;-0,5246;0,6365;-0,01;-0,019;-0,0094;-0,0427
"alfred";18;-0,0127;-0,0132;-0,0044;-0,0164;-0,4627;-0,0525;-0,0053;-0,0057;-0,0091;-0,63;-0,0117;-0,1171;-0,0077;-0,0264;-0,0149;-0,0106;-0,0665;0,6224;-0,2725;-0,3864;-0,0731;-0,0144;-0,0382;-0,128;-0,0131;1,6889;0,645;1,3328;-0,0479;-0,2085;-0,4723;-0,1539;-0,2711;-0,0282;1,0328;-0,0411;-0,1793;-0,5902;-0,1283;-0,0113;-0,0213;-0,0106;-0,048
"individuel";22;-0,0156;-0,0162;-0,0053;-0,0201;-0,5655;-0,0642;-0,0065;-0,007;-0,0111;1,6191;-0,0142;-0,1431;-0,0094;-0,0323;-0,0182;-0,0129;-0,0812;0,9883;-0,3331;1,0594;-0,0894;-0,0176;-0,0467;0,5194;-0,016;-0,1744;-0,1363;-0,4935;-0,0585;0,3528;-0,5772;-0,1881;-0,37;-0,0344;-0,5997;0,9616;1,0553;-0,286;-0,1568;-0,0138;-0,0261;-0,013;-0,0587
"andré";38;-0,0269;-0,028;-0,0092;-0,0347;-0,9768;1,5705;-0,0113;-0,0121;-0,0192;1,1543;-0,0246;-0,2471;-0,0163;-0,0557;-0,0314;-0,0223;-0,1403;-0,8776;-0,5753;-0,8157;-0,1544;-0,0304;-0,0807;0,3343;-0,0277;1,2511;-0,2354;-1,2613;-0,1011;-0,4401;0,7415;-0,3249;1,3936;-0,0594;1,1035;-0,0868;1,9769;-1,2461;-0,2709;-0,0238;-0,0451;-0,0224;-0,1014
"écarter";18;-0,0127;-0,0132;-0,0044;-0,0164;-0,4627;-0,0525;-0,0053;-0,0057;-0,0091;0,3857;-0,0117;-0,1171;-0,0077;-0,0264;-0,0149;-0,0106;-0,0665;0,2104;-0,2725;0,6685;-0,0731;-0,0144;-0,0382;1,4692;-0,0131;-0,3044;0,645;-0,3353;-0,0479;-0,2085;-0,1457;-0,1539;0,3332;-0,0282;-0,155;-0,0411;-0,1793;0,8581;-0,1283;-0,0113;-0,0213;-0,0106;-0,048
"impérial";13;-0,0092;-0,0096;-0,0031;-0,0119;-0,3341;-0,0379;-0,0039;-0,0041;-0,0066;1,8373;-0,0084;-0,0845;-0,0056;-0,0191;-0,0107;-0,0076;-0,048;0,3018;-0,1968;-0,2791;-0,0528;-0,0104;-0,0276;-0,0924;-0,0095;-0,5458;-0,0805;0,8984;-0,0346;-0,1506;-0,3411;-0,1112;1,6879;-0,0203;-0,3544;-0,0297;-0,1295;-0,4263;-0,0927;-0,0081;-0,0154;-0,0077;-0,0347
"régner";19;-0,0134;-0,014;-0,0046;-0,0174;-0,4884;-0,0555;-0,0056;-0,0061;-0,0096;0,7488;-0,0123;-0,1236;-0,0082;-0,0279;-0,0157;-0,0112;-0,0702;-0,4388;-0,2877;0,6334;-0,0772;-0,0152;-0,0403;-0,1351;-0,0139;-0,7977;-0,1177;1,2264;-0,0506;-0,2201;-0,1594;-0,1625;0,659;-0,0297;-0,1695;-0,0434;-0,1892;0,8062;-0,1354;-0,0119;-0,0225;-0,0112;-0,0507
"consister";12;-0,0085;-0,0088;-0,0029;-0,011;-0,3084;-0,035;-0,0036;-0,0038;-0,0061;0,6255;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;-0,2771;0,4662;-0,2576;-0,0488;-0,0096;-0,0255;0,7487;-0,0088;-0,5038;-0,0743;0,2436;-0,0319;-0,139;0,8134;-0,1026;-0,1396;-0,0188;0,2764;-0,0274;-0,1195;0,2248;0,7477;-0,0075;-0,0142;-0,0071;-0,032
"perte";30;-0,0212;-0,0221;-0,0073;-0,0274;-0,7711;-0,0876;-0,0089;-0,0096;-0,0152;-0,5037;-0,0194;-0,1951;-0,0129;-0,044;-0,0248;-0,0176;-0,1108;0,6956;-0,4542;1,8684;0,6113;-0,024;-0,0637;1,0704;-0,0219;-0,3287;0,4582;1,106;-0,0798;-0,3475;-0,3295;-0,2565;-0,2846;-0,0469;-0,3489;-0,0685;-0,2988;-0,9837;1,8992;-0,0188;-0,0356;-0,0177;-0,0801
"rappeler";23;-0,0163;-0,0169;-0,0056;-0,021;-0,5912;0,844;-0,0068;-0,0073;-0,0116;-0,3381;-0,0149;-0,1496;-0,0099;-0,0337;-0,019;-0,0135;0,7505;0,4737;0,2585;-0,4937;-0,0935;-0,0184;-0,0488;0,5034;-0,0168;0,4474;0,5533;-0,5358;-0,0612;-0,2664;0,4047;0,4387;-0,8949;-0,036;0,3849;-0,0525;0,3873;1,0881;-0,164;-0,0144;-0,0273;-0,0136;-0,0614
"chacun";24;-0,017;-0,0177;-0,0058;-0,0219;-0,6169;-0,0701;-0,0071;-0,0077;-0,0121;0,2485;-0,0155;0,5202;-0,0103;-0,0352;-0,0198;-0,0141;-0,0886;-0,1905;-0,3634;-0,1696;-0,0975;-0,0192;-0,0509;-0,1706;-0,0175;-0,4715;0,5377;0,8187;-0,0639;-0,278;-0,2327;-0,2052;1,8604;-0,0375;0,3629;0,926;0,3734;-0,787;-0,1711;-0,015;-0,0285;-0,0141;-0,0641
"rejet";18;-0,0127;-0,0132;-0,0044;-0,0164;-0,4627;-0,0525;-0,0053;-0,0057;-0,0091;1,9946;-0,0117;-0,1171;-0,0077;-0,0264;-0,0149;-0,0106;-0,0665;-0,4157;0,9027;-0,3864;-0,0731;-0,0144;-0,0382;1,4692;-0,0131;-0,7557;-0,1115;-1,3044;-0,0479;-0,2085;0,5451;-0,1539;1,2049;-0,0282;-0,155;-0,0411;-0,1793;0,4197;-0,1283;-0,0113;-0,0213;-0,0106;-0,048
"lui_même";36;-0,0255;-0,0265;-0,0087;-0,0329;1,8008;-0,1051;-0,0107;-0,0115;-0,0182;1,7235;-0,0233;0,3802;-0,0154;-0,0528;-0,0297;-0,0212;-0,133;-0,8314;0,4549;-0,7728;-0,1463;-0,0288;0,7922;-0,2559;-0,0263;-0,8436;-0,223;-0,4781;0,7034;-0,417;0,8012;0,2943;0,717;-0,0563;-0,2049;-0,0822;-0,3585;-1,1805;0,3505;-0,0225;-0,0427;-0,0212;-0,0961
"u";23;-0,0163;-0,0169;-0,0056;1,3258;0,8445;-0,0671;-0,0068;-0,0073;-0,0116;-0,805;-0,0149;0,5356;-0,0099;1,1265;-0,019;-0,0135;-0,0849;0,9438;-0,3482;-0,1582;0,713;-0,0184;-0,0488;-0,1635;-0,0168;-0,4426;-0,1425;-0,5358;-0,0612;0,9142;-0,2174;1,1344;-0,3958;-0,036;-0,2308;-0,0525;-0,2291;-0,7542;1,2718;-0,0144;-0,0273;-0,0136;-0,0614
"recommandation";15;-0,0106;1,6005;-0,0036;-0,0137;-0,3855;-0,0438;-0,0045;-0,0048;1,7612;0,4873;-0,0097;-0,0975;-0,0064;1,3064;-0,0124;-0,0088;-0,0554;-0,3464;-0,2271;-0,322;0,8829;1,5644;-0,0318;-0,1066;1,6041;-0,6297;-0,0929;-1,087;-0,0399;-0,1737;-0,3935;-0,1283;-0,2024;-0,0235;-0,4089;-0,0343;1,3529;-0,4919;1,6167;-0,0094;1,3965;1,6957;-0,04
"initier";10;-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;0,7486;-0,0065;0,8568;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;0,5312;-0,2147;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;0,2079;-0,062;0,3287;-0,0266;-0,1158;-0,2624;-0,0855;0,2279;1,4513;0,3315;-0,0228;-0,0996;-0,3279;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"wikidataportail";10;-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;0,257;-0,0065;0,8568;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;0,3846;-0,1514;-0,2147;1,049;-0,008;-0,0212;0,821;-0,0073;-0,4198;0,8763;-0,7247;1,2259;-0,1158;-0,2624;0,7479;0,2279;-0,0156;-0,2726;-0,0228;-0,0996;0,2757;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"révéler";26;-0,0184;-0,0191;-0,0063;-0,0238;0,731;-0,0759;-0,0077;-0,0083;-0,0132;0,4857;-0,0168;-0,1691;-0,0112;-0,0381;-0,0215;-0,0153;-0,096;-0,2166;0,2247;-0,1931;-0,1057;-0,0208;-0,0552;-0,1848;-0,019;0,3624;-0,1611;-0,6683;-0,0692;-0,3011;0,7134;1,8609;-1,0117;-0,0407;0,6811;-0,0594;0,3476;0,2417;-0,1853;-0,0163;-0,0308;-0,0153;-0,0694
"souffrir";12;-0,0085;-0,0088;-0,0029;-0,011;-0,3084;-0,035;-0,0036;-0,0038;-0,0061;-0,42;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;1,6681;1,2099;0,3493;0,9738;-0,0096;-0,0255;-0,0853;-0,0088;-0,5038;-0,0743;-0,8696;1,1494;-0,139;-0,3148;-0,1026;-0,1396;-0,0188;0,7875;-0,0274;-0,1195;-0,3935;0,7477;-0,0075;-0,0142;-0,0071;-0,032
"officiellement";23;-0,0163;-0,0169;-0,0056;-0,021;-0,5912;-0,0671;-0,0068;-0,0073;-0,0116;1,0104;-0,0149;0,5356;-0,0099;1,1265;-0,019;-0,0135;-0,0849;-0,1778;0,7317;0,5153;-0,0935;-0,0184;-0,0488;-0,1635;-0,0168;0,4474;0,5533;-1,6668;-0,0612;-0,2664;-0,2174;-0,1967;0,5018;-0,036;-0,627;-0,0525;-0,2291;1,0881;-0,164;-0,0144;-0,0273;-0,0136;-0,0614
"lesquels";24;-0,017;-0,0177;-0,0058;-0,0219;-0,6169;-0,0701;-0,0071;-0,0077;-0,0121;-0,84;-0,0155;-0,1561;-0,0103;-0,0352;-0,0198;-0,0141;-0,0886;1,4776;-0,3634;-0,5152;-0,0975;-0,0192;-0,0509;-0,1706;-0,0175;-0,2097;0,5377;0,8187;-0,0639;0,3254;0,3822;-0,2052;-0,422;1,0819;0,7525;-0,0548;-0,239;-0,3272;1,2386;-0,015;-0,0285;-0,0141;-0,0641
"trois";159;-0,1125;-0,117;-0,0385;-0,1453;-0,245;-0,4642;-0,0472;0,9576;-0,0805;-0,514;-0,103;-0,5028;-0,0682;0,3814;-0,1313;-0,0935;-0,2147;-0,5548;1,0112;0,8321;-0,6463;-0,1273;-0,3376;0,5864;0,63;1,4473;1,1148;-1,035;0,2058;-0,2274;-1,0421;-1,3599;-0,9307;-0,2488;1,212;-0,3632;-0,2901;1,3838;0,5838;-0,0995;-0,1886;0,7119;-0,4245
"difficulté";35;-0,0248;-0,0258;-0,0085;-0,032;-0,8996;-0,1022;-0,0104;-0,0112;1,3983;0,8842;-0,0227;-0,2276;-0,015;-0,0513;-0,0289;-0,0206;-0,1293;-0,8083;0,4707;-0,7513;-0,1422;-0,028;-0,0743;-0,2488;-0,0255;1,4207;-0,2168;0,7989;-0,0931;0,2169;-0,9183;0,3028;0,2316;-0,0547;0,4446;-0,0799;0,2582;0,3252;-0,2495;-0,0219;-0,0415;-0,0206;-0,0934
"oeil";16;-0,0113;-0,0118;-0,0039;-0,0146;-0,4112;-0,0467;-0,0048;-0,0051;-0,0081;-0,1902;-0,0104;-0,104;-0,0069;-0,0235;-0,0132;-0,0094;-0,0591;-0,3695;-0,2422;0,2624;-0,065;-0,0128;-0,034;-0,1137;-0,0117;1,2733;-0,0991;-1,1595;-0,0426;-0,1853;0,6187;-0,1368;1,3715;-0,025;0,1981;-0,0365;-0,1593;0,4864;0,6365;-0,01;-0,019;-0,0094;-0,0427
"célèbre";23;-0,0163;-0,0169;-0,0056;-0,021;-0,5912;-0,0671;-0,0068;-0,0073;-0,0116;1,0104;-0,0149;-0,1496;-0,0099;-0,0337;-0,019;-0,0135;-0,0849;0,4737;1,3697;0,5153;-0,0935;-0,0184;-0,0488;-0,1635;-0,0168;-0,1918;-0,1425;-0,5358;-0,0612;0,3387;-0,6034;-0,1967;0,5018;-0,036;1,3193;-0,0525;-0,2291;-0,7542;-0,164;-0,0144;-0,0273;-0,0136;-0,0614
"veille";12;-0,0085;-0,0088;-0,0029;-0,011;-0,3084;-0,035;-0,0036;-0,0038;-0,0061;0,2078;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;0,9015;-0,1817;-0,2576;-0,0488;-0,0096;1,2444;-0,0853;-0,0088;-0,1578;1,9192;-0,8696;-0,0319;-0,139;0,2876;-0,1026;0,5608;-0,0188;-0,3271;-0,0274;-0,1195;0,6665;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"remettre";36;-0,0255;-0,0265;-0,0087;-0,0329;0,4655;-0,1051;-0,0107;-0,0115;-0,0182;1,2495;-0,0233;-0,2341;-0,0154;-0,0528;-0,0297;-0,0212;-0,133;-0,3592;-0,1876;0,6012;-0,1463;-0,0288;-0,0764;1,6882;-0,0263;0,3699;-0,223;-0,4781;-0,0958;-0,417;0,8012;0,2943;0,4288;-0,0563;-0,4586;0,7633;-0,3585;-1,1805;-0,2566;-0,0225;-0,0427;-0,0212;-0,0961
"atteindre";50;-0,0354;-0,0368;-0,0121;-0,0457;0,2566;-0,146;-0,0149;-0,016;-0,0253;1,43;-0,0324;-0,3252;-0,0215;-0,0733;-0,0413;-0,0294;0,4605;-0,5829;-0,757;1,4883;1,1011;-0,04;-0,1061;-0,3555;-0,0365;-1,3156;0,2924;0,2921;-0,1331;0,8405;0,2459;0,5937;-0,7294;-0,0782;0,4409;-0,1142;-0,1635;0,3032;-0,3564;-0,0313;-0,0593;-0,0295;-0,1335
"organisé";18;-0,0127;-0,0132;-0,0044;-0,0164;-0,4627;-0,0525;-0,0053;-0,0057;-0,0091;0,3857;-0,0117;-0,1171;-0,0077;-0,0264;-0,0149;-0,0106;-0,0665;1,1986;-0,2725;0,2297;-0,0731;-0,0144;-0,0382;-0,128;-0,0131;0,6436;-0,1115;-0,3353;-0,0479;-0,2085;-0,4723;0,5252;0,3332;-0,0282;-0,4907;-0,0411;-0,1793;1,4255;-0,1283;-0,0113;-0,0213;-0,0106;-0,048
"diverses";22;-0,0156;-0,0162;-0,0053;-0,0201;0,8872;-0,0642;-0,0065;-0,007;-0,0111;0,2869;-0,0142;-0,1431;-0,0094;-0,0323;-0,0182;-0,0129;-0,0812;-0,5081;-0,3331;-0,4722;-0,0894;-0,0176;0,9916;-0,1564;-0,016;-0,9236;0,5697;0,9607;-0,0585;0,9463;-0,5772;-0,1881;0,2415;-0,0344;-0,215;-0,0502;-0,2191;1,1465;-0,1568;-0,0138;-0,0261;-0,013;-0,0587
"significatif";11;-0,0078;-0,0081;-0,0027;-0,01;-0,2827;-0,0321;-0,0033;-0,0035;-0,0056;-0,385;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;-0,254;-0,1665;1,0187;-0,0447;-0,0088;-0,0233;0,7831;-0,008;-0,4618;1,9943;1,126;-0,0293;-0,1274;0,3138;-0,0941;-0,428;-0,0172;0,3022;-0,0251;-0,1096;-0,3607;-0,0784;-0,0069;-0,013;-0,0065;-0,0294
"confier";16;-0,0113;-0,0118;-0,0039;-0,0146;-0,4112;-0,0467;-0,0048;-0,0051;-0,0081;-0,1902;-0,0104;-0,104;-0,0069;-0,0235;-0,0132;-0,0094;-0,0591;-0,3695;-0,2422;0,2624;-0,065;-0,0128;1,1237;1,5655;-0,0117;0,3553;1,6758;-1,1595;-0,0426;-0,1853;-0,4198;-0,1368;0,3938;-0,025;0,1981;-0,0365;-0,1593;1,601;-0,1141;-0,01;-0,019;-0,0094;-0,0427
"gaz";15;-0,0106;-0,011;-0,0036;-0,0137;-0,3855;-0,0438;-0,0045;-0,0048;-0,0076;-0,525;-0,0097;-0,0975;-0,0064;-0,022;-0,0124;-0,0088;-0,0554;-0,3464;-0,2271;-0,322;-0,061;-0,012;-0,0318;-0,1066;-0,0109;-0,6297;0,7153;1,7251;-0,0399;0,4819;0,2248;1,4721;-0,5836;-0,0235;-0,4089;-0,0343;-0,1494;1,7007;-0,1069;-0,0094;-0,0178;-0,0088;-0,04
"bill";12;-0,0085;-0,0088;-0,0029;-0,011;1,5495;-0,035;-0,0036;-0,0038;-0,0061;0,6255;-0,0078;1,8794;-0,0051;1,4011;-0,0099;-0,0071;-0,0443;0,3263;-0,1817;-0,2576;-0,0488;-0,0096;-0,0255;-0,0853;-0,0088;-0,5038;-0,0743;-0,8696;-0,0319;-0,139;0,8134;-0,1026;-0,4669;-0,0188;0,2764;-0,0274;-0,1195;-0,3935;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"arrivée";18;-0,0127;-0,0132;-0,0044;1,4299;-0,4627;-0,0525;-0,0053;-0,0057;-0,0091;0,3857;-0,0117;-0,1171;-0,0077;-0,0264;-0,0149;-0,0106;-0,0665;0,2104;-0,2725;-0,3864;-0,0731;-0,0144;-0,0382;-0,128;-0,0131;1,111;-0,1115;-1,3044;-0,0479;1,9564;-0,4723;1,3253;0,3332;-0,0282;-0,155;-0,0411;0,4708;-0,5902;0,5921;-0,0113;-0,0213;-0,0106;-0,048
"écraser";13;-0,0092;-0,0096;-0,0031;-0,0119;-0,3341;-0,0379;-0,0039;-0,0041;-0,0066;-0,1346;-0,0084;-0,0845;-0,0056;-0,0191;-0,0107;-0,0076;-0,048;0,3018;-0,1968;1,652;-0,0528;-0,0104;-0,0276;-0,0924;-0,0095;-0,1804;-0,0805;0,2104;-0,0346;1,3511;-0,3411;-0,1112;1,0269;-0,0203;-0,3544;-0,0297;-0,1295;-0,4263;-0,0927;-0,0081;-0,0154;-0,0077;-0,0347
"contraindre";24;-0,017;-0,0177;-0,0058;-0,0219;-0,6169;-0,0701;-0,0071;-0,0077;-0,0121;1,4668;-0,0155;-0,1561;-0,0103;-0,0352;-0,0198;-0,0141;-0,0886;-0,1905;-0,3634;-0,5152;-0,0975;1,3639;-0,0509;-0,1706;-0,0175;-0,4715;0,5377;1,6429;-0,0639;-0,278;0,3822;-0,2052;0,4696;-0,0375;-0,6542;-0,0548;-0,239;-0,3272;0,4873;-0,015;-0,0285;-0,0141;-0,0641
"google";17;-0,012;-0,0125;-0,0041;-0,0155;-0,437;0,9667;-0,005;-0,0054;-0,0086;-0,2099;-0,011;0,6483;-0,0073;-0,0249;-0,014;-0,01;-0,0628;-0,3926;-0,2574;0,2453;-0,0691;-0,0136;-0,0361;-0,1209;-0,0124;-0,7137;-0,1053;0,587;-0,0452;-0,1969;1,1309;-0,1454;0,362;1,2263;-0,4634;-0,0388;-0,1693;0,9144;-0,1212;-0,0106;-0,0202;-0,01;-0,0454
"peu";160;-0,1132;-0,1178;-0,0387;-0,1462;-0,251;-0,4672;-0,0475;-0,0511;-0,081;-0,7004;-0,1037;-0,2405;-0,0687;-0,2347;-0,1321;-0,0941;0,4056;-0,5642;0,5092;1,6321;0,3569;-0,1281;-0,3397;-1,1378;-0,1167;-1,1612;-0,473;0,5904;-0,4259;-0,4085;1,3045;1,0254;0,2941;-0,2503;1,7395;0,2449;-0,2942;-0,7688;0,5779;-0,1001;-0,1898;-0,0943;-0,4272
"depuis";200;-0,1415;-0,1472;-0,0484;1,1749;0,7498;0,4116;-0,0594;-0,0638;-0,1013;0,8403;-0,1296;0,2424;0,7463;0,3088;-0,1651;-0,1176;0,2961;-1,2985;-1,0655;-1,1156;0,5436;1,2755;-0,4247;1,7633;0,5445;-1,1712;0,2678;0,54;0,4616;-0,6457;-1,0208;1,3604;-1,6997;0,7899;-0,2547;-0,4569;0,5201;1,6988;0,6416;-0,1252;-0,2373;-0,1179;-0,185
"300";17;-0,012;-0,0125;-0,0041;-0,0155;-0,437;-0,0496;-0,005;-0,0054;-0,0086;-0,595;-0,011;-0,1106;-0,0073;-0,0249;-0,014;-0,01;-0,0628;0,6594;-0,2574;0,7064;-0,0691;-0,0136;-0,0361;-0,1209;-0,0124;0,3251;-0,1053;-0,2989;-0,0452;0,4383;0,5803;-0,1454;0,362;-0,0266;0,5574;-0,0388;-0,1693;-0,1895;0,6135;-0,0106;-0,0202;-0,01;-0,0454
"juste";16;-0,0113;-0,0118;-0,0039;1,4802;-0,4112;-0,0467;-0,0048;-0,0051;-0,0081;0,4501;-0,0104;0,6715;-0,0069;-0,0235;-0,0132;-0,0094;-0,0591;-0,3695;0,3691;-0,3434;-0,065;-0,0128;-0,034;-0,1137;-0,0117;-0,2528;-0,0991;0,6515;-0,0426;-0,1853;0,2079;-0,1368;1,3715;-0,025;0,1981;-0,0365;-0,1593;-0,5246;-0,1141;-0,01;-0,019;-0,0094;-0,0427
"anonyme";15;-0,0106;-0,011;-0,0036;-0,0137;-0,3855;-0,0438;-0,0045;-0,0048;-0,0076;0,4873;-0,0097;-0,0975;-0,0064;-0,022;-0,0124;-0,0088;-0,0554;-0,3464;-0,2271;-0,322;-0,061;-0,012;-0,0318;-0,1066;-0,0109;-0,2279;-0,0929;1,7251;-0,0399;-0,1737;0,6606;-0,1283;-0,5836;-0,0235;1,2284;-0,0343;-0,1494;-0,1541;-0,1069;-0,0094;-0,0178;-0,0088;-0,04
"évacuer";11;-0,0078;-0,0081;-0,0027;-0,01;1,6558;-0,0321;-0,0033;-0,0035;-0,0056;0,2307;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;1,7762;-0,1665;-0,2361;-0,0447;-0,0088;-0,0233;-0,0782;-0,008;-0,4618;-0,0681;0,2825;-0,0293;-0,1274;-0,2886;-0,0941;0,2029;-0,0172;-0,2998;-0,0251;-0,1096;0,2486;-0,0784;-0,0069;-0,013;-0,0065;-0,0294
"conduite";12;-0,0085;-0,0088;-0,0029;-0,011;1,5495;-0,035;-0,0036;-0,0038;-0,0061;0,6255;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;-0,2771;0,4662;0,3493;-0,0488;-0,0096;-0,0255;-0,0853;-0,0088;-0,1578;-0,0743;0,2436;-0,0319;-0,139;-0,3148;-0,1026;0,5608;-0,0188;-0,3271;-0,0274;-0,1195;-0,3935;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"parce_que";49;-0,0347;-0,0361;-0,0119;-0,0448;1,2163;-0,143;-0,0146;-0,0156;-0,0248;0,4826;-0,0317;-0,3187;-0,021;-0,0719;-0,0405;-0,0288;-0,181;0,606;0,2977;0,3737;-0,1991;-0,0392;-0,104;-0,3484;-0,0357;-0,4848;-0,3036;0,3132;-0,1304;1,4002;1,1827;-0,419;-1,159;-0,0767;0,4581;-0,1119;-0,488;-0,2853;-0,3493;-0,0307;-0,0581;-0,0289;-0,1308
"lutter";16;-0,0113;-0,0118;-0,0039;-0,0146;-0,4112;-0,0467;-0,0048;-0,0051;-0,0081;0,914;-0,0104;1,6368;-0,0069;-0,0235;-0,0132;-0,0094;-0,0591;0,6995;-0,2422;0,2624;-0,065;-0,0128;-0,034;-0,1137;-0,0117;0,7496;-0,0991;-1,1595;-0,0426;-0,1853;0,2079;-0,1368;-0,6226;-0,025;-0,4361;-0,0365;0,5127;0,9757;-0,1141;-0,01;-0,019;-0,0094;-0,0427
"affaiblir";10;-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;0,257;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;-0,1514;-0,2147;-0,0406;-0,008;-0,0212;0,821;-0,0073;0,6315;-0,062;-0,7247;-0,0266;-0,1158;-0,2624;0,7479;0,6796;-0,0156;0,3315;-0,0228;-0,0996;0,2757;0,8199;-0,0063;-0,0119;-0,0059;-0,0267
"fonction";37;-0,0262;-0,0272;-0,009;-0,0338;-0,951;0,6572;-0,011;-0,0118;-0,0187;0,8097;-0,024;-0,2406;-0,0159;-0,0543;-0,0305;-0,0218;-0,1366;-0,3744;-0,5602;-0,3356;-0,1504;-0,0296;-0,0785;-0,2631;-0,027;0,5988;-0,2292;0,7011;-0,0985;-0,4286;0,7707;0,7898;-0,7896;-0,0579;0,4057;-0,0845;0,2426;0,5511;0,3418;-0,0231;-0,0439;-0,0218;-0,0988
"chicago";12;-0,0085;-0,0088;-0,0029;-0,011;1,5495;-0,035;-0,0036;-0,0038;-0,0061;-0,42;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;0,9015;-0,1817;-0,2576;-0,0488;-0,0096;-0,0255;-0,0853;-0,0088;-0,5038;-0,0743;0,2436;-0,0319;0,5625;-0,3148;-0,1026;0,5608;-0,0188;0,7875;-0,0274;-0,1195;-0,3935;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"assister";16;-0,0113;-0,0118;-0,0039;-0,0146;-0,4112;-0,0467;-0,0048;-0,0051;1,7335;-0,1902;-0,0104;-0,104;-0,0069;-0,0235;-0,0132;-0,0094;-0,0591;-0,3695;1,7929;0,2624;-0,065;-0,0128;-0,034;-0,1137;-0,0117;-0,2528;-0,0991;-0,2639;-0,0426;0,4592;0,6187;-0,1368;-0,2247;-0,025;0,1981;-0,0365;-0,1593;0,4864;-0,1141;-0,01;-0,019;-0,0094;-0,0427
